dataset,gate_value,ari,nmi,n_clusters,n_hgnn_clusters,n_uf_clusters,pct_uf_routed,avg_confidence,p25_confidence,threshold_used,latency_s,git_hash
UNSW-NB15,0.4,0.10500656426505893,0.13665695916891968,32,3,29,0.9948,0.14966733753681183,0.12824375927448273,0.09999999999999999,13.458461199887097,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
UNSW-NB15,0.5,0.11035939630312382,0.14978515138183432,45,1,44,0.9975,0.14966733753681183,0.12824375927448273,0.09999999999999998,17.931701899971813,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
UNSW-NB15,0.55,0.11880623763725807,0.16650608391839555,35,1,34,0.9985,0.14966733753681183,0.12824375927448273,0.09999999999999999,18.75648799992632,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
UNSW-NB15,0.6,0.10713198873652906,0.14498225746471566,44,1,43,0.9989,0.14966733753681183,0.12824375927448273,0.09999999999999999,18.169515199959278,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
UNSW-NB15,0.65,0.12479417491301469,0.17090481253596884,48,1,47,0.9989,0.14966733753681183,0.12824375927448273,0.09999999999999999,18.153192700003274,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
UNSW-NB15,0.7,0.14818615833682142,0.20920035148142085,62,1,61,0.999,0.14966733753681183,0.12824375927448273,0.09999999999999999,18.141672599944286,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
UNSW-NB15,0.75,0.11846700569967672,0.1654351448041215,25,1,24,0.9991,0.14966733753681183,0.12824375927448273,0.09999999999999999,18.265442100004293,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
UNSW-NB15,0.8,-0.003991596388828072,0.0394796435516028,33,1,32,0.9995,0.14966733753681183,0.12824375927448273,0.09999999999999999,18.714460899936967,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
UNSW-NB15,0.9,0.00846612066404872,0.04704501995344336,22,0,22,1.0,0.14966733753681183,0.12824375927448273,0.09999999999999999,18.664690400008112,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
TON_IoT,0.4,0.040422805031111626,0.058465613770764376,251,0,251,1.0,0.2348104566335678,0.234810471534729,0.09999999999999999,14.933245100080967,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
TON_IoT,0.5,0.040422805031111626,0.058465613770764376,251,0,251,1.0,0.2348104566335678,0.234810471534729,0.09999999999999999,14.970996600110084,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
TON_IoT,0.55,0.040422805031111626,0.058465613770764376,251,0,251,1.0,0.2348104566335678,0.234810471534729,0.09999999999999999,14.662294600042515,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
TON_IoT,0.6,0.040422805031111626,0.058465613770764376,251,0,251,1.0,0.2348104566335678,0.234810471534729,0.09999999999999999,14.867069999920204,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
TON_IoT,0.65,0.040422805031111626,0.058465613770764376,251,0,251,1.0,0.2348104566335678,0.234810471534729,0.09999999999999999,14.676627999986522,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
TON_IoT,0.7,0.040422805031111626,0.058465613770764376,251,0,251,1.0,0.2348104566335678,0.234810471534729,0.09999999999999999,14.806584500009194,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
TON_IoT,0.75,0.040422805031111626,0.058465613770764376,251,0,251,1.0,0.2348104566335678,0.234810471534729,0.09999999999999999,14.65916689997539,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
TON_IoT,0.8,0.040422805031111626,0.058465613770764376,251,0,251,1.0,0.2348104566335678,0.234810471534729,0.09999999999999999,15.224625200033188,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
TON_IoT,0.9,0.040422805031111626,0.058465613770764376,251,0,251,1.0,0.2348104566335678,0.234810471534729,0.09999999999999999,14.899457700084895,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.4,1.0,1.0,1,0,1,1.0,0.29098689556121826,0.27362263202667236,0.09999999999999998,0.055366799933835864,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.5,1.0,1.0,1,0,1,1.0,0.29098689556121826,0.27362263202667236,0.09999999999999998,0.05634140002075583,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.55,1.0,1.0,1,0,1,1.0,0.29098689556121826,0.27362263202667236,0.09999999999999998,0.056417300016619265,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.6,1.0,1.0,1,0,1,1.0,0.29098689556121826,0.27362263202667236,0.09999999999999998,0.055618599988520145,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.65,1.0,1.0,1,0,1,1.0,0.29098689556121826,0.27362263202667236,0.09999999999999998,0.057913600001484156,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.7,1.0,1.0,1,0,1,1.0,0.29098689556121826,0.27362263202667236,0.09999999999999998,0.057091600028797984,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.75,1.0,1.0,1,0,1,1.0,0.29098689556121826,0.27362263202667236,0.09999999999999998,0.05862889997661114,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.8,1.0,1.0,1,0,1,1.0,0.29098689556121826,0.27362263202667236,0.09999999999999998,0.05871420004405081,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.9,1.0,1.0,1,0,1,1.0,0.29098689556121826,0.27362263202667236,0.09999999999999998,0.0596394999884069,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.4,0.11345383080557055,0.1598120749557989,12,3,9,0.9061,0.2684187591075897,0.21988247334957123,0.09999999999999999,24.95013819995802,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.5,0.11015679040303177,0.15611624842995422,7,1,6,0.9436,0.2684187591075897,0.21988247334957123,0.09999999999999999,24.564950700034387,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.55,0.1012864847509423,0.17341675899768677,7,1,6,0.9595,0.2684187591075897,0.21988247334957123,0.1,24.457219899981283,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.6,0.09845375668079573,0.18578345004393323,6,1,5,0.9634,0.2684187591075897,0.21988247334957123,0.1,24.578257499961182,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.65,0.09848053243764567,0.1865485548994857,7,1,6,0.9635,0.2684187591075897,0.21988247334957123,0.1,24.841329600079916,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.7,0.011305901252550354,0.018993897020001663,7,1,6,0.9947,0.2684187591075897,0.21988247334957123,0.09999999999999998,25.376794300042093,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
