dataset,gate_value,ari,nmi,n_clusters,n_hgnn_clusters,n_uf_clusters,pct_uf_routed,avg_confidence,p25_confidence,threshold_used,latency_s,git_hash
Linux_APT,0.55,1.0,1.0,1,0,1,1.0,0.133239284157753,0.12927556037902832,0.09999999999999998,0.12182510003913194,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.6,1.0,1.0,1,0,1,1.0,0.133239284157753,0.12927556037902832,0.09999999999999998,0.10560239991173148,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.65,1.0,1.0,1,0,1,1.0,0.133239284157753,0.12927556037902832,0.09999999999999998,0.10431379999499768,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.7,1.0,1.0,1,0,1,1.0,0.133239284157753,0.12927556037902832,0.09999999999999998,0.1040733999107033,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.75,1.0,1.0,1,0,1,1.0,0.133239284157753,0.12927556037902832,0.09999999999999998,0.10665430000517517,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.8,1.0,1.0,1,0,1,1.0,0.133239284157753,0.12927556037902832,0.09999999999999998,0.13237229990772903,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
Linux_APT,0.9,1.0,1.0,1,0,1,1.0,0.133239284157753,0.12927556037902832,0.09999999999999998,0.10317720007151365,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.4,5.041352995100193e-06,0.0016414385607459094,5,0,5,1.0,0.1674843728542328,0.16333334147930145,0.09999999999999999,18.502986699924804,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.5,5.041352995100193e-06,0.0016414385607459094,5,0,5,1.0,0.1674843728542328,0.16333332657814026,0.09999999999999999,18.688970900024287,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.55,5.041352995100193e-06,0.0016414385607459094,5,0,5,1.0,0.1674843728542328,0.16333332657814026,0.09999999999999999,18.417239199974574,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.6,5.041352995100193e-06,0.0016414385607459094,5,0,5,1.0,0.1674843728542328,0.16333334147930145,0.09999999999999999,18.73476290004328,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.65,-8.942065335992788e-05,0.0017415259387803057,6,0,6,1.0,0.1674843728542328,0.16333334147930145,0.09999999999999999,18.84133770002518,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.7,5.041352995100193e-06,0.0016414385607459094,5,0,5,1.0,0.1674843728542328,0.16333332657814026,0.09999999999999999,18.57322560006287,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.75,5.041352995100193e-06,0.0016414385607459094,5,0,5,1.0,0.1674843728542328,0.16333334147930145,0.09999999999999999,18.733030000003055,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.8,5.041352995100193e-06,0.0016414385607459094,5,0,5,1.0,0.1674843728542328,0.16333332657814026,0.09999999999999999,19.15086739999242,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
NSL-KDD,0.9,5.041352995100193e-06,0.0016414385607459094,5,0,5,1.0,0.1674843728542328,0.16333334147930145,0.09999999999999999,18.498249399941415,1f6029c58e4d537b766f7ea5fa5517b2886f4dd7
