step,loss,learning_rate,gpu_memory_mb,time_per_step_ms
49,0.6920030117034912,4.999972241788991e-05,0.0,15.36107063293457
50,0.6920087933540344,4.999972241788991e-05,0.0,18.622159957885742
51,0.6920157074928284,4.999972241788991e-05,0.0,18.442630767822266
52,0.6919717788696289,4.999972241788991e-05,0.0,18.08929443359375
53,0.6919651031494141,4.999972241788991e-05,0.0,19.28877830505371
54,0.6919738054275513,4.999972241788991e-05,0.0,18.999814987182617
55,0.692010760307312,4.999972241788991e-05,0.0,17.213106155395508
56,0.6919770836830139,4.999972241788991e-05,0.0,17.585277557373047
57,0.6919898986816406,4.999972241788991e-05,0.0,18.481969833374023
58,0.6919841170310974,4.999972241788991e-05,0.0,16.669273376464844
59,0.6919680833816528,4.999972241788991e-05,0.0,17.08507537841797
60,0.6919796466827393,4.999972241788991e-05,0.0,16.97373390197754
61,0.6919907927513123,4.999972241788991e-05,0.0,16.39533042907715
62,0.6919705867767334,4.999972241788991e-05,0.0,17.452239990234375
63,0.6919991374015808,4.999950652140343e-05,0.0,32.61876106262207
64,0.6913899183273315,4.999950652140343e-05,0.0,16.772985458374023
65,0.6914063096046448,4.999950652140343e-05,0.0,18.001794815063477
66,0.6914143562316895,4.999950652140343e-05,0.0,18.254995346069336
67,0.6914096474647522,4.999950652140343e-05,0.0,18.41282844543457
68,0.6913993954658508,4.999950652140343e-05,0.0,19.17886734008789
69,0.6914017796516418,4.999950652140343e-05,0.0,18.298625946044922
70,0.6914366483688354,4.999950652140343e-05,0.0,17.560720443725586
71,0.6913821697235107,4.999950652140343e-05,0.0,18.181562423706055
72,0.6914036273956299,4.999950652140343e-05,0.0,18.082141876220703
73,0.6914088129997253,4.999950652140343e-05,0.0,18.628597259521484
74,0.6914069652557373,4.999950652140343e-05,0.0,17.28343963623047
75,0.6913834810256958,4.999950652140343e-05,0.0,18.930673599243164
76,0.6913825869560242,4.999950652140343e-05,0.0,19.162893295288086
77,0.6913837194442749,4.999950652140343e-05,0.0,17.302751541137695
78,0.6914102435112,4.999950652140343e-05,0.0,16.310453414916992
79,0.6914287805557251,4.9999228941119745e-05,0.0,30.738353729248047
80,0.6907970905303955,4.9999228941119745e-05,0.0,24.46746826171875
81,0.6907784938812256,4.9999228941119745e-05,0.0,19.288063049316406
82,0.6907942891120911,4.9999228941119745e-05,0.0,18.97430419921875
83,0.6907782554626465,4.9999228941119745e-05,0.0,54.58998680114746
84,0.6907637715339661,4.9999228941119745e-05,0.0,50.261735916137695
85,0.690818727016449,4.9999228941119745e-05,0.0,17.992019653320312
86,0.6907930970191956,4.9999228941119745e-05,0.0,32.58991241455078
87,0.6908097267150879,4.9999228941119745e-05,0.0,31.73661231994629
88,0.6908180713653564,4.9999228941119745e-05,0.0,17.758607864379883
89,0.6908178925514221,4.9999228941119745e-05,0.0,17.297983169555664
90,0.6907861828804016,4.9999228941119745e-05,0.0,16.067028045654297
91,0.690821647644043,4.9999228941119745e-05,0.0,20.25747299194336
92,0.6907920241355896,4.9999228941119745e-05,0.0,17.302989959716797
93,0.6908168196678162,4.9999228941119745e-05,0.0,18.894672393798828
94,0.6907868981361389,4.9999228941119745e-05,0.0,19.46711540222168
95,0.6908552050590515,4.999888967772375e-05,0.0,38.38515281677246
96,0.6901586055755615,4.999888967772375e-05,0.0,19.785404205322266
97,0.6901892423629761,4.999888967772375e-05,0.0,24.55902099609375
98,0.6901609897613525,4.999888967772375e-05,0.0,25.34794807434082
99,0.6902010440826416,4.999888967772375e-05,0.0,19.326210021972656
100,0.6901794672012329,4.999888967772375e-05,0.0,18.57900619506836
101,0.6901533007621765,4.999888967772375e-05,0.0,18.382549285888672
102,0.690187394618988,4.999888967772375e-05,0.0,19.777297973632812
103,0.690132200717926,4.999888967772375e-05,0.0,18.611431121826172
104,0.690181314945221,4.999888967772375e-05,0.0,26.87525749206543
105,0.690235435962677,4.999888967772375e-05,0.0,19.965171813964844
106,0.690133810043335,4.999888967772375e-05,0.0,18.106460571289062
107,0.6901921033859253,4.999888967772375e-05,0.0,19.38652992248535
108,0.6901877522468567,4.999888967772375e-05,0.0,18.718242645263672
109,0.6901797652244568,4.999888967772375e-05,0.0,17.58885383605957
110,0.690171480178833,4.999888967772375e-05,0.0,17.992496490478516
111,0.6902034282684326,4.999848873205254e-05,0.0,30.243396759033203
112,0.6895436644554138,4.999848873205254e-05,0.0,18.103837966918945
113,0.6894950866699219,4.999848873205254e-05,0.0,25.798559188842773
114,0.6894935369491577,4.999848873205254e-05,0.0,18.210887908935547
115,0.6895196437835693,4.999848873205254e-05,0.0,16.87145233154297
116,0.6895134449005127,4.999848873205254e-05,0.0,20.001888275146484
117,0.6895188093185425,4.999848873205254e-05,0.0,19.4244384765625
118,0.6895289421081543,4.999848873205254e-05,0.0,19.044876098632812
119,0.689533531665802,4.999848873205254e-05,0.0,17.1048641204834
120,0.6895500421524048,4.999848873205254e-05,0.0,23.13852310180664
121,0.6895013451576233,4.999848873205254e-05,0.0,18.978357315063477
122,0.6895117163658142,4.999848873205254e-05,0.0,18.820524215698242
123,0.6895034313201904,4.999848873205254e-05,0.0,18.624305725097656
124,0.6895469427108765,4.999848873205254e-05,0.0,18.32103729248047
125,0.689535915851593,4.999848873205254e-05,0.0,20.14756202697754
126,0.6895486116409302,4.999848873205254e-05,0.0,18.077373504638672
127,0.6894910931587219,4.9998026105095405e-05,0.0,29.33812141418457
128,0.6888073086738586,4.9998026105095405e-05,0.0,22.47023582458496
129,0.6888152360916138,4.9998026105095405e-05,0.0,50.5061149597168
130,0.6888124942779541,4.9998026105095405e-05,0.0,53.192138671875
131,0.6888253688812256,4.9998026105095405e-05,0.0,42.68980026245117
132,0.6888639330863953,4.9998026105095405e-05,0.0,32.67478942871094
133,0.6888458728790283,4.9998026105095405e-05,0.0,29.0377140045166
134,0.688808023929596,4.9998026105095405e-05,0.0,17.667531967163086
135,0.6887760758399963,4.9998026105095405e-05,0.0,18.552541732788086
136,0.6887917518615723,4.9998026105095405e-05,0.0,17.012834548950195
137,0.6888045072555542,4.9998026105095405e-05,0.0,16.00813865661621
138,0.6888375878334045,4.9998026105095405e-05,0.0,17.502307891845703
139,0.6888037323951721,4.9998026105095405e-05,0.0,17.574548721313477
140,0.6888419985771179,4.9998026105095405e-05,0.0,18.51177215576172
141,0.6887927055358887,4.9998026105095405e-05,0.0,18.759489059448242
142,0.6888155937194824,4.9998026105095405e-05,0.0,19.63067054748535
143,0.6887876987457275,4.999750179799384e-05,0.0,31.2807559967041
144,0.6880692839622498,4.999750179799384e-05,0.0,15.644073486328125
145,0.6880736947059631,4.999750179799384e-05,0.0,17.53520965576172
146,0.6880811452865601,4.999750179799384e-05,0.0,16.990184783935547
147,0.6880622506141663,4.999750179799384e-05,0.0,19.019603729248047
148,0.6880160570144653,4.999750179799384e-05,0.0,17.706632614135742
149,0.6880918741226196,4.999750179799384e-05,0.0,21.384239196777344
150,0.6880971789360046,4.999750179799384e-05,0.0,18.810272216796875
151,0.6880562901496887,4.999750179799384e-05,0.0,16.753196716308594
152,0.68808913230896,4.999750179799384e-05,0.0,18.57161521911621
153,0.6881285309791565,4.999750179799384e-05,0.0,17.54164695739746
154,0.6880658268928528,4.999750179799384e-05,0.0,18.57590675354004
155,0.6881055235862732,4.999750179799384e-05,0.0,17.229080200195312
156,0.6880760192871094,4.999750179799384e-05,0.0,17.237186431884766
157,0.6880728602409363,4.999750179799384e-05,0.0,21.34871482849121
158,0.6880530714988708,4.999750179799384e-05,0.0,20.22719383239746
159,0.6880447864532471,4.999691581204152e-05,0.0,32.662391662597656
160,0.6871995329856873,4.999691581204152e-05,0.0,16.971111297607422
161,0.6872297525405884,4.999691581204152e-05,0.0,18.12005043029785
162,0.6872797012329102,4.999691581204152e-05,0.0,19.878625869750977
163,0.6872726678848267,4.999691581204152e-05,0.0,20.815610885620117
164,0.6873070597648621,4.999691581204152e-05,0.0,18.407583236694336
165,0.6872488856315613,4.999691581204152e-05,0.0,17.34304428100586
166,0.6872654557228088,4.999691581204152e-05,0.0,19.15454864501953
167,0.6872749924659729,4.999691581204152e-05,0.0,19.4394588470459
168,0.6872872710227966,4.999691581204152e-05,0.0,17.48514175415039
169,0.6872873306274414,4.999691581204152e-05,0.0,16.991615295410156
170,0.6872974038124084,4.999691581204152e-05,0.0,17.94743537902832
171,0.687258243560791,4.999691581204152e-05,0.0,18.587589263916016
172,0.6872562170028687,4.999691581204152e-05,0.0,18.134593963623047
173,0.6872485876083374,4.999691581204152e-05,0.0,17.133712768554688
174,0.6872689723968506,4.999691581204152e-05,0.0,22.50981330871582
175,0.6873117685317993,4.99962681486843e-05,0.0,32.74846076965332
176,0.6863232254981995,4.99962681486843e-05,0.0,19.057035446166992
177,0.6863952875137329,4.99962681486843e-05,0.0,17.88806915283203
178,0.6864200830459595,4.99962681486843e-05,0.0,19.851207733154297
179,0.6864216327667236,4.99962681486843e-05,0.0,16.931533813476562
180,0.6864250898361206,4.99962681486843e-05,0.0,17.685890197753906
181,0.6864006519317627,4.99962681486843e-05,0.0,17.762184143066406
182,0.6863974928855896,4.99962681486843e-05,0.0,18.5699462890625
183,0.6864165663719177,4.99962681486843e-05,0.0,16.524076461791992
184,0.6863914132118225,4.99962681486843e-05,0.0,18.942594528198242
185,0.6863933205604553,4.99962681486843e-05,0.0,17.27151870727539
186,0.6863749623298645,4.99962681486843e-05,0.0,16.658544540405273
187,0.6863277554512024,4.99962681486843e-05,0.0,16.350984573364258
188,0.6863757967948914,4.99962681486843e-05,0.0,19.246816635131836
189,0.6864043474197388,4.99962681486843e-05,0.0,18.685340881347656
190,0.686364471912384,4.99962681486843e-05,0.0,16.96157455444336
191,0.686423122882843,4.999555880952023e-05,0.0,31.687498092651367
192,0.6854743957519531,4.999555880952023e-05,0.0,17.449140548706055
193,0.6854209303855896,4.999555880952023e-05,0.0,16.376256942749023
194,0.6854245066642761,4.999555880952023e-05,0.0,19.39702033996582
195,0.6854947805404663,4.999555880952023e-05,0.0,17.193317413330078
196,0.6854098439216614,4.999555880952023e-05,0.0,17.513275146484375
197,0.6853991150856018,4.999555880952023e-05,0.0,17.142057418823242
198,0.6854768991470337,4.999555880952023e-05,0.0,18.46146583557129
199,0.6854431629180908,4.999555880952023e-05,0.0,18.996715545654297
200,0.6854179501533508,4.999555880952023e-05,0.0,17.676830291748047
201,0.6854822635650635,4.999555880952023e-05,0.0,17.1968936920166
202,0.6854714155197144,4.999555880952023e-05,0.0,17.999649047851562
203,0.6854305267333984,4.999555880952023e-05,0.0,18.492937088012695
204,0.6853475570678711,4.999555880952023e-05,0.0,16.839981079101562
205,0.6854459047317505,4.999555880952023e-05,0.0,18.686532974243164
206,0.6854150891304016,4.999555880952023e-05,0.0,15.46335220336914
207,0.6854339241981506,4.999478779629953e-05,0.0,30.45368194580078
208,0.6843715310096741,4.999478779629953e-05,0.0,16.99352264404297
209,0.6843271851539612,4.999478779629953e-05,0.0,17.089366912841797
210,0.6843733787536621,4.999478779629953e-05,0.0,18.476486206054688
211,0.6843574643135071,4.999478779629953e-05,0.0,16.40915870666504
212,0.6843112707138062,4.999478779629953e-05,0.0,19.353151321411133
213,0.6844169497489929,4.999478779629953e-05,0.0,19.605398178100586
214,0.6843709945678711,4.999478779629953e-05,0.0,17.908811569213867
215,0.6843633651733398,4.999478779629953e-05,0.0,24.03998374938965
216,0.6843269467353821,4.999478779629953e-05,0.0,17.104625701904297
217,0.6843563318252563,4.999478779629953e-05,0.0,16.91150665283203
218,0.6843928694725037,4.999478779629953e-05,0.0,19.045591354370117
219,0.6843177676200867,4.999478779629953e-05,0.0,18.9816951751709
220,0.6843678951263428,4.999478779629953e-05,0.0,17.10963249206543
221,0.684380054473877,4.999478779629953e-05,0.0,19.53911781311035
222,0.6843705773353577,4.999478779629953e-05,0.0,16.928911209106445
223,0.6843356490135193,4.999395511092461e-05,0.0,31.64839744567871
224,0.6831848621368408,4.999395511092461e-05,0.0,17.459630966186523
225,0.6831833720207214,4.999395511092461e-05,0.0,17.45295524597168
226,0.6832035183906555,4.999395511092461e-05,0.0,18.185138702392578
227,0.6832176446914673,4.999395511092461e-05,0.0,20.063161849975586
228,0.6832217574119568,4.999395511092461e-05,0.0,18.353700637817383
229,0.6832436323165894,4.999395511092461e-05,0.0,17.075300216674805
230,0.6832030415534973,4.999395511092461e-05,0.0,20.6146240234375
231,0.683297872543335,4.999395511092461e-05,0.0,16.904115676879883
232,0.6831638216972351,4.999395511092461e-05,0.0,15.52581787109375
233,0.6832566857337952,4.999395511092461e-05,0.0,20.473003387451172
234,0.6832355260848999,4.999395511092461e-05,0.0,17.025470733642578
235,0.6831525564193726,4.999395511092461e-05,0.0,21.010875701904297
236,0.6832213997840881,4.999395511092461e-05,0.0,18.800020217895508
237,0.6831937432289124,4.999395511092461e-05,0.0,18.231868743896484
238,0.683251678943634,4.999395511092461e-05,0.0,16.316890716552734
239,0.6832966804504395,4.9993060755450015e-05,0.0,30.118703842163086
240,0.681914746761322,4.9993060755450015e-05,0.0,17.876625061035156
241,0.681884229183197,4.9993060755450015e-05,0.0,16.87908172607422
242,0.6818744540214539,4.9993060755450015e-05,0.0,20.68328857421875
243,0.6819714903831482,4.9993060755450015e-05,0.0,17.588138580322266
244,0.681906521320343,4.9993060755450015e-05,0.0,18.712282180786133
245,0.6819248199462891,4.9993060755450015e-05,0.0,17.366409301757812
246,0.6819040179252625,4.9993060755450015e-05,0.0,18.096923828125
247,0.6818450093269348,4.9993060755450015e-05,0.0,17.01498031616211
248,0.6818649172782898,4.9993060755450015e-05,0.0,18.462419509887695
249,0.6819021105766296,4.9993060755450015e-05,0.0,18.500566482543945
250,0.6819292902946472,4.9993060755450015e-05,0.0,16.947031021118164
251,0.6819589138031006,4.9993060755450015e-05,0.0,17.318248748779297
252,0.6819570064544678,4.9993060755450015e-05,0.0,19.077062606811523
253,0.6819674372673035,4.9993060755450015e-05,0.0,18.21422576904297
254,0.6819254159927368,4.9993060755450015e-05,0.0,16.45040512084961
255,0.6819749474525452,4.99921047320825e-05,0.0,30.941247940063477
256,0.6804728507995605,4.99921047320825e-05,0.0,19.38319206237793
257,0.6804302930831909,4.99921047320825e-05,0.0,18.941402435302734
258,0.6804994344711304,4.99921047320825e-05,0.0,17.357826232910156
259,0.6804873943328857,4.99921047320825e-05,0.0,17.862319946289062
260,0.6804552674293518,4.99921047320825e-05,0.0,17.293691635131836
261,0.6805120706558228,4.99921047320825e-05,0.0,17.63010025024414
262,0.6804947257041931,4.99921047320825e-05,0.0,19.211769104003906
263,0.6804502010345459,4.99921047320825e-05,0.0,19.234180450439453
264,0.6805462837219238,4.99921047320825e-05,0.0,17.840147018432617
265,0.6804568767547607,4.99921047320825e-05,0.0,17.40717887878418
266,0.6805347800254822,4.99921047320825e-05,0.0,41.12887382507324
267,0.680473804473877,4.99921047320825e-05,0.0,51.96952819824219
268,0.6804527044296265,4.99921047320825e-05,0.0,20.321369171142578
269,0.6804330945014954,4.99921047320825e-05,0.0,20.11561393737793
270,0.6804839372634888,4.99921047320825e-05,0.0,32.08303451538086
271,0.6804425716400146,4.999108704318095e-05,0.0,33.05411338806152
272,0.6789320111274719,4.999108704318095e-05,0.0,18.764019012451172
273,0.6788501143455505,4.999108704318095e-05,0.0,18.837690353393555
274,0.678874671459198,4.999108704318095e-05,0.0,16.0982608795166
275,0.6788070797920227,4.999108704318095e-05,0.0,18.78190040588379
276,0.6789164543151855,4.999108704318095e-05,0.0,17.973899841308594
277,0.6787576079368591,4.999108704318095e-05,0.0,16.50238037109375
278,0.6787683963775635,4.999108704318095e-05,0.0,19.395828247070312
279,0.6788505911827087,4.999108704318095e-05,0.0,18.098831176757812
280,0.6788743138313293,4.999108704318095e-05,0.0,17.064571380615234
281,0.6788821816444397,4.999108704318095e-05,0.0,17.652034759521484
282,0.6788467764854431,4.999108704318095e-05,0.0,19.726991653442383
283,0.6786751747131348,4.999108704318095e-05,0.0,17.142534255981445
284,0.678776204586029,4.999108704318095e-05,0.0,16.758203506469727
285,0.6788713335990906,4.999108704318095e-05,0.0,18.17917823791504
286,0.678795576095581,4.999108704318095e-05,0.0,17.66514778137207
287,0.6788459420204163,4.999000769125641e-05,0.0,28.9304256439209
288,0.6770985722541809,4.999000769125641e-05,0.0,17.646312713623047
289,0.6769099831581116,4.999000769125641e-05,0.0,26.029348373413086
290,0.6770028471946716,4.999000769125641e-05,0.0,17.39788055419922
291,0.6769868731498718,4.999000769125641e-05,0.0,18.507003784179688
292,0.6770057082176208,4.999000769125641e-05,0.0,16.69788360595703
293,0.6769556999206543,4.999000769125641e-05,0.0,18.19610595703125
294,0.6770535707473755,4.999000769125641e-05,0.0,24.296283721923828
295,0.6770740151405334,4.999000769125641e-05,0.0,18.779754638671875
296,0.6770182847976685,4.999000769125641e-05,0.0,18.128633499145508
297,0.6770030856132507,4.999000769125641e-05,0.0,16.948699951171875
298,0.6770181655883789,4.999000769125641e-05,0.0,18.24331283569336
299,0.677066445350647,4.999000769125641e-05,0.0,23.099660873413086
300,0.677104115486145,4.999000769125641e-05,0.0,24.746417999267578
301,0.6769115328788757,4.999000769125641e-05,0.0,18.687725067138672
302,0.6768330335617065,4.999000769125641e-05,0.0,17.248153686523438
303,0.6768901944160461,4.998886667897208e-05,0.0,33.43677520751953
304,0.6750521063804626,4.998886667897208e-05,0.0,17.408370971679688
305,0.6749997735023499,4.998886667897208e-05,0.0,20.283222198486328
306,0.6749553084373474,4.998886667897208e-05,0.0,20.07770538330078
307,0.6750470995903015,4.998886667897208e-05,0.0,19.623279571533203
308,0.6751295924186707,4.998886667897208e-05,0.0,18.754243850708008
309,0.6748538017272949,4.998886667897208e-05,0.0,19.866228103637695
310,0.6749982833862305,4.998886667897208e-05,0.0,18.690824508666992
311,0.6750529408454895,4.998886667897208e-05,0.0,22.485971450805664
312,0.6749938726425171,4.998886667897208e-05,0.0,18.233060836791992
313,0.6750575304031372,4.998886667897208e-05,0.0,19.007444381713867
314,0.674964189529419,4.998886667897208e-05,0.0,19.649982452392578
315,0.6749603748321533,4.998886667897208e-05,0.0,16.99519157409668
316,0.6750680804252625,4.998886667897208e-05,0.0,19.429922103881836
317,0.6750001907348633,4.998886667897208e-05,0.0,17.482280731201172
318,0.6749545931816101,4.998886667897208e-05,0.0,19.695520401000977
319,0.6749816536903381,4.998766400914329e-05,0.0,31.77189826965332
320,0.6725777387619019,4.998766400914329e-05,0.0,25.445222854614258
321,0.6726875305175781,4.998766400914329e-05,0.0,18.77307891845703
322,0.6725981831550598,4.998766400914329e-05,0.0,18.112659454345703
323,0.6726579070091248,4.998766400914329e-05,0.0,19.1957950592041
324,0.6725218296051025,4.998766400914329e-05,0.0,21.476268768310547
325,0.6726260781288147,4.998766400914329e-05,0.0,17.7609920501709
326,0.6726014018058777,4.998766400914329e-05,0.0,17.88043975830078
327,0.6727538704872131,4.998766400914329e-05,0.0,17.395496368408203
328,0.6725816130638123,4.998766400914329e-05,0.0,17.867565155029297
329,0.6726011037826538,4.998766400914329e-05,0.0,18.07093620300293
330,0.6727010011672974,4.998766400914329e-05,0.0,19.0122127532959
331,0.6724762320518494,4.998766400914329e-05,0.0,20.654916763305664
332,0.672544002532959,4.998766400914329e-05,0.0,31.254291534423828
333,0.6726717948913574,4.998766400914329e-05,0.0,18.570899963378906
334,0.6725718379020691,4.998766400914329e-05,0.0,18.800973892211914
335,0.672480583190918,4.998639968473751e-05,0.0,30.9903621673584
336,0.6699148416519165,4.998639968473751e-05,0.0,16.012907028198242
337,0.6699474453926086,4.998639968473751e-05,0.0,21.105051040649414
338,0.6700274348258972,4.998639968473751e-05,0.0,19.486427307128906
339,0.6699796915054321,4.998639968473751e-05,0.0,16.631364822387695
340,0.6699661612510681,4.998639968473751e-05,0.0,21.12293243408203
341,0.6699952483177185,4.998639968473751e-05,0.0,21.294832229614258
342,0.6699751615524292,4.998639968473751e-05,0.0,17.051219940185547
343,0.6699036359786987,4.998639968473751e-05,0.0,19.659757614135742
344,0.669928789138794,4.998639968473751e-05,0.0,19.600629806518555
345,0.6698741912841797,4.998639968473751e-05,0.0,19.390106201171875
346,0.6699216365814209,4.998639968473751e-05,0.0,24.541139602661133
347,0.6697537899017334,4.998639968473751e-05,0.0,20.078420639038086
348,0.670067310333252,4.998639968473751e-05,0.0,19.0277099609375
349,0.6700149774551392,4.998639968473751e-05,0.0,23.860931396484375
350,0.6699779033660889,4.998639968473751e-05,0.0,19.507646560668945
351,0.6700324416160583,4.998507370887433e-05,0.0,31.934022903442383
352,0.6667946577072144,4.998507370887433e-05,0.0,19.563913345336914
353,0.6670057773590088,4.998507370887433e-05,0.0,17.676830291748047
354,0.666860044002533,4.998507370887433e-05,0.0,19.656658172607422
355,0.6669802665710449,4.998507370887433e-05,0.0,18.278121948242188
356,0.6668539643287659,4.998507370887433e-05,0.0,32.67502784729004
357,0.6670448184013367,4.998507370887433e-05,0.0,20.933151245117188
358,0.6670640707015991,4.998507370887433e-05,0.0,24.34539794921875
359,0.6669872403144836,4.998507370887433e-05,0.0,22.361278533935547
360,0.6669788360595703,4.998507370887433e-05,0.0,20.16735076904297
361,0.6669376492500305,4.998507370887433e-05,0.0,21.633148193359375
362,0.6671486496925354,4.998507370887433e-05,0.0,82.4282169342041
363,0.6670592427253723,4.998507370887433e-05,0.0,90.85416793823242
364,0.6669355034828186,4.998507370887433e-05,0.0,55.01222610473633
365,0.6670382022857666,4.998507370887433e-05,0.0,22.467851638793945
366,0.6670319437980652,4.998507370887433e-05,0.0,18.915653228759766
367,0.6668012738227844,4.998368608482546e-05,0.0,30.423402786254883
368,0.6635199189186096,4.998368608482546e-05,0.0,18.278837203979492
369,0.6635652184486389,4.998368608482546e-05,0.0,17.490386962890625
370,0.6636432409286499,4.998368608482546e-05,0.0,18.627643585205078
371,0.6635041236877441,4.998368608482546e-05,0.0,21.18396759033203
372,0.6636053323745728,4.998368608482546e-05,0.0,24.91021156311035
373,0.6635833382606506,4.998368608482546e-05,0.0,15.464067459106445
374,0.6636300086975098,4.998368608482546e-05,0.0,19.542217254638672
375,0.663873553276062,4.998368608482546e-05,0.0,17.42100715637207
376,0.6635775566101074,4.998368608482546e-05,0.0,17.035245895385742
377,0.663447916507721,4.998368608482546e-05,0.0,16.88838005065918
378,0.6637014150619507,4.998368608482546e-05,0.0,15.569210052490234
379,0.6634179949760437,4.998368608482546e-05,0.0,16.831636428833008
380,0.6634382605552673,4.998368608482546e-05,0.0,18.19753646850586
381,0.6637677550315857,4.998368608482546e-05,0.0,21.807193756103516
382,0.6634091734886169,4.998368608482546e-05,0.0,17.479658126831055
383,0.6636086702346802,4.998223681601473e-05,0.0,30.98773956298828
384,0.6597016453742981,4.998223681601473e-05,0.0,18.078088760375977
385,0.6598949432373047,4.998223681601473e-05,0.0,18.799781799316406
386,0.6595693230628967,4.998223681601473e-05,0.0,17.484664916992188
387,0.6595839262008667,4.998223681601473e-05,0.0,17.83895492553711
388,0.6597829461097717,4.998223681601473e-05,0.0,16.994237899780273
389,0.6597108840942383,4.998223681601473e-05,0.0,16.645431518554688
390,0.6598427295684814,4.998223681601473e-05,0.0,17.48824119567871
391,0.6597633957862854,4.998223681601473e-05,0.0,18.669843673706055
392,0.6596925258636475,4.998223681601473e-05,0.0,19.05369758605957
393,0.6596323847770691,4.998223681601473e-05,0.0,17.905235290527344
394,0.6597591638565063,4.998223681601473e-05,0.0,17.840147018432617
395,0.6595815420150757,4.998223681601473e-05,0.0,17.269611358642578
396,0.6597622632980347,4.998223681601473e-05,0.0,16.52240753173828
397,0.6596745252609253,4.998223681601473e-05,0.0,17.708301544189453
398,0.6599833965301514,4.998223681601473e-05,0.0,18.537044525146484
399,0.6595107316970825,4.9980725906018074e-05,0.0,31.40425682067871
400,0.6552103757858276,4.9980725906018074e-05,0.0,18.64790916442871
401,0.6555714011192322,4.9980725906018074e-05,0.0,18.530845642089844
402,0.6552297472953796,4.9980725906018074e-05,0.0,18.30124855041504
403,0.655179500579834,4.9980725906018074e-05,0.0,18.541336059570312
404,0.6554718613624573,4.9980725906018074e-05,0.0,21.08144760131836
405,0.6550875902175903,4.9980725906018074e-05,0.0,18.872499465942383
406,0.6553117632865906,4.9980725906018074e-05,0.0,15.83242416381836
407,0.6553020477294922,4.9980725906018074e-05,0.0,19.560575485229492
408,0.6556134819984436,4.9980725906018074e-05,0.0,17.58575439453125
409,0.6553727388381958,4.9980725906018074e-05,0.0,19.482135772705078
410,0.6551125049591064,4.9980725906018074e-05,0.0,16.96300506591797
411,0.6554703712463379,4.9980725906018074e-05,0.0,17.623186111450195
